"GWAS","LOC_NUM","GENE","Pubmed hits","Pubmed hits gene only"
"META5",30,"LINC02569",0,0
"META5",30,"LINC02570",0,0
"META5",30,"LOC101929006",0,0
"META5",30,"MAS1L",0,3
"META5",30,"MDC1",0,462
"META5",30,"MDC1-AS1",0,0
"META5",30,"MIR4640",0,0
"META5",30,"MIR6891",0,0
"META5",30,"MIR877",0,2
"META5",30,"MOG",9,2561
"META5",30,"MRPS18B",0,5
"META5",30,"MUC21",0,21
"META5",30,"MUC22",0,5
"META5",30,"MUCL3",0,1
"META5",30,"NRM",1,1498
"META5",30,"OR10C1",0,0
"META5",30,"OR11A1",0,1
"META5",30,"OR12D1",0,0
"META5",30,"OR12D2",0,2
"META5",30,"OR12D3",0,3
"META5",30,"OR14J1",0,1
"META5",30,"OR2H1",0,2
"META5",30,"OR2H2",0,3
"META5",30,"OR2J2",0,0
"META5",30,"OR5V1",0,2
"META5",30,"PPP1R10",0,13
"META5",30,"PPP1R11",0,15
"META5",30,"PPP1R18",0,7
"META5",30,"PRR3",0,28
"META5",30,"PSORS1C1",0,34
"META5",30,"PSORS1C2",0,9
"META5",30,"RNF39",0,19
"META5",30,"RPP21",0,37
"META5",30,"SFTA2",0,13
"META5",30,"SNORD32B",0,0
"META5",30,"TRIM10",1,10
"META5",30,"TRIM15",0,14
"META5",30,"TRIM26",0,22
"META5",30,"TRIM31",0,30
"META5",30,"TRIM31-AS1",0,0
"META5",30,"TRIM39",0,25
"META5",30,"TRIM39-RPP21",0,1
"META5",30,"TRIM40",0,8
"META5",30,"TUBB",0,163
"META5",30,"UBD",0,239
"META5",30,"VARS2",0,23
"META5",30,"ZFP57",0,97
"META5",30,"ZNRD1",0,51
"META5",30,"ZNRD1ASP",0,0
"META5",31,"ABHD16A",0,7
"META5",31,"AGER",1,306
"META5",31,"AGPAT1",0,34
"META5",31,"AIF1",2,145
"META5",31,"APOM",1,274
"META5",31,"ATF6B",0,7
"META5",31,"B3GALT4",2,11
"META5",31,"BAG6",3,90
"META5",31,"BAK1",0,542
"META5",31,"BRD2",2,302
"META5",31,"BTNL2",1,122
"META5",31,"C2",64,39174
"META5",31,"C2-AS1",0,0
"META5",31,"C4A",1,1407
"META5",31,"C4B",3,2121
"META5",31,"C4B_2",0,29
"META5",31,"C6orf47",0,4
"META5",31,"CFB",1,885
"META5",31,"CLIC1",2,186
"META5",31,"COL11A2",0,202
"META5",31,"CSNK2B",0,35
"META5",31,"CUTA",0,50
"META5",31,"CYP21A1P",0,77
"META5",31,"CYP21A2",0,577
"META5",31,"DAXX",8,706
"META5",31,"DDAH2",0,141
"META5",31,"DXO",0,57
"META5",31,"EGFL8",0,8
"META5",31,"EHMT2",1,165
"META5",31,"FKBPL",0,25
"META5",31,"GGNBP1",0,8
"META5",31,"GPANK1",0,2
"META5",31,"GPSM3",0,13
"META5",31,"HCG23",0,3
"META5",31,"HCG24",0,1
"META5",31,"HCG25",0,1
"META5",31,"HLA-DMA",0,68
"META5",31,"HLA-DMB",0,65
"META5",31,"HLA-DOA",0,40
"META5",31,"HLA-DOB",0,36
"META5",31,"HLA-DPA1",1,189
"META5",31,"HLA-DPB1",1,721
"META5",31,"HLA-DPB2",0,19
"META5",31,"HLA-DQA1",0,1055
"META5",31,"HLA-DQA2",1,41
"META5",31,"HLA-DQB1",5,1931
"META5",31,"HLA-DQB1-AS1",0,2
"META5",31,"HLA-DQB2",0,32
"META5",31,"HLA-DRA",17,329
"META5",31,"HLA-DRB1",4,5673
"META5",31,"HLA-DRB5",7,137
"META5",31,"HLA-DRB6",0,15
"META5",31,"HSD17B8",0,12
"META5",31,"HSPA1A",2,431
"META5",31,"HSPA1B",1,196
"META5",31,"HSPA1L",2,99
"META5",31,"KIFC1",0,97
"META5",31,"LINC00336",0,4
"META5",31,"LOC100294145",0,0
"META5",31,"LOC100507547",0,0
"META5",31,"LOC110384692",0,0
"META5",31,"LSM2",0,55
"META5",31,"LY6G5B",0,6
"META5",31,"LY6G5C",0,4
"META5",31,"LY6G6C",0,6
"META5",31,"LY6G6D",0,7
"META5",31,"LY6G6E",0,4
"META5",31,"LY6G6F",0,1
"META5",31,"LY6G6F-LY6G6D",0,0
"META5",31,"MIR1234",0,0
"META5",31,"MIR1236",0,4
"META5",31,"MIR219A1",0,0
"META5",31,"MIR3135B",0,1
"META5",31,"MIR4646",0,1
"META5",31,"MIR5004",0,0
"META5",31,"MIR6721",0,0
"META5",31,"MIR6832",0,0
"META5",31,"MIR6833",0,0
"META5",31,"MIR6834",0,0
"META5",31,"MIR6873",0,1
"META5",31,"MPIG6B",0,3
"META5",31,"MSH5",0,144
"META5",31,"MSH5-SAPCD1",0,2
"META5",31,"NELFE",0,10
"META5",31,"NEU1",0,224
"META5",31,"NOTCH4",1,473
"META5",31,"PBX2",0,115
"META5",31,"PFDN6",0,5
"META5",31,"PHF1",1,136
"META5",31,"PPT2",0,30
"META5",31,"PPT2-EGFL8",0,0
"META5",31,"PRRC2A",0,13
"META5",31,"PRRT1",0,9
"META5",31,"PSMB8",3,143
"META5",31,"PSMB8-AS1",0,5
"META5",31,"PSMB9",2,104
"META5",31,"RGL2",0,91
"META5",31,"RING1",18,191
"META5",31,"RNF5",1,37
"META5",31,"RPS18",1,117
"META5",31,"RXRB",0,70
"META5",31,"SAPCD1",0,5
"META5",31,"SAPCD1-AS1",0,1
"META5",31,"SKIV2L",0,52
"META5",31,"SLC39A7",0,29
"META5",31,"SLC44A4",0,21
"META5",31,"SMIM40",0,0
"META5",31,"SNHG32",0,0
"META5",31,"SNORA38",0,1
"META5",31,"SNORD48",0,18
"META5",31,"SNORD52",0,0
"META5",31,"STK19",0,19
"META5",31,"SYNGAP1",0,109
"META5",31,"TAP1",3,862
"META5",31,"TAP2",2,651
"META5",31,"TAPBP",0,32
"META5",31,"TNXA",0,31
"META5",31,"TNXB",0,119
"META5",31,"TSBP1",0,0
"META5",31,"TSBP1-AS1",0,0
"META5",31,"VARS",0,138
"META5",31,"VPS52",0,24
"META5",31,"VWA7",0,1
"META5",31,"WDR46",0,3
"META5",31,"ZBTB12",0,3
"META5",31,"ZBTB22",0,1
"META5",31,"ZBTB9",0,3
"META5",32,"B3GAT2",0,8
"META5",32,"KCNQ5",0,121
"META5",32,"KCNQ5-IT1",0,1
"META5",32,"LINC00472",0,24
"META5",32,"LINC01626",0,0
"META5",32,"MIR30A",1,39
"META5",32,"MIR30C2",0,0
"META5",32,"OGFRL1",0,6
"META5",32,"RIMS1",0,27
"META5",32,"SMAP1",0,27
"META5",33,"CCN6",0,73
"META5",33,"FAM229B",0,1
"META5",33,"FYN",30,3007
"META5",33,"GSTM2P1",0,0
"META5",33,"GTF3C6",0,1
"META5",33,"LAMA4",0,72
"META5",33,"LINC02527",0,1
"META5",33,"LOC101927640",0,0
"META5",33,"MFSD4B",0,0
"META5",33,"REV3L",0,68
"META5",33,"RFPL4B",0,0
"META5",33,"RPF2",0,26
"META5",33,"SLC16A10",1,28
"META5",33,"SNORD166",0,0
"META5",33,"TRAF3IP2",0,95
"META5",33,"TRAF3IP2-AS1",0,4
"META5",33,"TUBE1",0,3
"META5",34,"CCN2",0,778
"META5",34,"ENPP1",0,440
"META5",34,"EYA4",0,100
"META5",34,"LINC00326",0,0
"META5",34,"LINC01013",0,2
"META5",34,"LINC01312",0,1
"META5",34,"MIR548AJ1",0,0
"META5",34,"MOXD1",0,9
"META5",34,"RPS12",0,223
"META5",34,"SLC18B1",0,5
"META5",34,"SNORA33",0,0
"META5",34,"SNORD100",0,0
"META5",34,"SNORD101",0,0
"META5",34,"STX7",0,22
"META5",34,"TAAR1",10,201
"META5",34,"TAAR2",0,11
"META5",34,"TAAR3P",0,0
"META5",34,"TAAR5",0,23
"META5",34,"TAAR6",1,22
"META5",34,"TAAR8",0,7
"META5",34,"TAAR9",0,5
"META5",34,"TARID",0,4
"META5",34,"TCF21",0,161
"META5",34,"VNN1",0,75
"META5",34,"VNN2",0,22
"META5",34,"VNN3",0,17
"META5",35,"CCDC126",0,4
"META5",35,"CLK2P1",0,0
"META5",35,"FAM126A",0,10
"META5",35,"FAM221A",0,0
"META5",35,"GPNMB",11,270
"META5",35,"IGF2BP3",0,130
"META5",35,"IL6",28,7626
"META5",35,"KLHL7",1,28
"META5",35,"KLHL7-DT",0,0
"META5",35,"LOC100506178",0,1
"META5",35,"LOC401312",0,0
"META5",35,"LOC541472",0,0
"META5",35,"MALSU1",0,1
"META5",35,"NUP42",0,9
"META5",35,"RAPGEF5",0,15
"META5",35,"RPS2P32",0,1
"META5",35,"SNHG26",0,0
"META5",35,"SNORD65C",0,0
"META5",35,"SNORD93",0,0
"META5",35,"STEAP1B",0,2
"META5",35,"STK31",0,28
"META5",35,"TOMM7",1,7
"META5",35,"TRA2A",0,15
"META5",36,"ASL",24,3783
"META5",36,"CCT6P1",0,1
"META5",36,"CRCP",0,129
"META5",36,"GS1-124K5.11",0,0
"META5",36,"GS1-124K5.4",0,0
"META5",36,"GTF2IP23",0,1
"META5",36,"GTF2IRD1P1",0,0
"META5",36,"GUSB",1,277
"META5",36,"INTS4P2",0,0
"META5",36,"KCTD7",0,26
"META5",36,"LINC00174",0,5
"META5",36,"LINC01372",0,0
"META5",36,"LINC02604",0,0
"META5",36,"LOC100996437",0,0
"META5",36,"LOC101929322",0,0
"META5",36,"LOC441242",0,0
"META5",36,"MIR4650-1",0,0
"META5",36,"MIR4650-2",0,0
"META5",36,"PMS2P4",0,0
"META5",36,"RABGEF1",2,27
"META5",36,"SBDS",1,327
"META5",36,"SNORA15B-1",0,0
"META5",36,"SNORA15B-2",0,0
"META5",36,"SNORA22",0,2
"META5",36,"STAG3L4",0,1
"META5",36,"TMEM248",0,0
"META5",36,"TPST1",0,26
"META5",36,"TYW1",0,19
"META5",36,"VKORC1L1",0,21
"META5",37,"BLK",0,380
"META5",37,"C8orf49",0,1
"META5",37,"CTSB",8,383
"META5",37,"DEFB109A",0,0
"META5",37,"DEFB130A",0,0
"META5",37,"DEFB130B",0,0
"META5",37,"DEFB134",0,1
"META5",37,"DEFB135",0,2
"META5",37,"DEFB136",0,1
"META5",37,"FAM167A",0,26
"META5",37,"FAM167A-AS1",0,0
"META5",37,"FAM66A",0,0
"META5",37,"FAM66D",0,0
"META5",37,"FAM85A",0,0
"META5",37,"FAM86B1",0,0
"META5",37,"FAM86B2",0,0
"META5",37,"FAM90A25P",0,0
"META5",37,"FAM90A2P",0,0
"META5",37,"FDFT1",0,84
"META5",37,"GATA4",0,1795
"META5",37,"LINC00208",0,1
"META5",37,"LINC00681",0,0
"META5",37,"LOC100129129",0,0
"META5",37,"LOC100506990",0,2
"META5",37,"LOC101929269",0,0
"META5",37,"LOC340357",0,0
"META5",37,"LOC392196",0,0
"META5",37,"LOC649352",0,0
"META5",37,"LOC729732",0,0
"META5",37,"LONRF1",0,3
"META5",37,"MIR3926-1",0,0
"META5",37,"MIR3926-2",0,0
"META5",37,"MIR5692A1",0,0
"META5",37,"MIR5692A2",0,0
"META5",37,"MIR598",0,3
"META5",37,"MTMR9",0,19
"META5",37,"NEIL2",0,100
"META5",37,"SLC35G5",0,0
"META5",37,"SNORA99",0,0
"META5",37,"TDH",0,982
"META5",37,"USP17L2",0,2
"META5",37,"USP17L7",0,1
"META5",37,"XKR6",0,22
"META5",37,"ZNF705D",0,0
"META5",38,"CNOT7",0,50
"META5",38,"FGF20",31,116
"META5",38,"MICU3",0,9
"META5",38,"MIR548V",0,1
"META5",38,"MSR1",0,178
"META5",38,"MTMR7",0,11
"META5",38,"MTUS1",0,55
"META5",38,"PDGFRL",0,18
"META5",38,"SLC7A2",0,61
"META5",38,"VPS37A",0,15
"META5",38,"ZDHHC2",1,16
"META5",39,"BIN3",0,28
"META5",39,"BIN3-IT1",0,0
"META5",39,"BMP1",0,283
"META5",39,"C8orf58",0,1
"META5",39,"CCAR2",0,27
"META5",39,"CHMP7",0,16
"META5",39,"DMTN",0,7
"META5",39,"DOK2",1,51
"META5",39,"EGR3",1,256
"META5",39,"ENTPD4",0,3
"META5",39,"FAM160B2",0,2
"META5",39,"FGF17",1,81
"META5",39,"GFRA2",2,48
"META5",39,"HR",495,237951
"META5",39,"LGI3",0,28
"META5",39,"LOC100507071",0,0
"META5",39,"LOC100507156",0,0
"META5",39,"LOC101929237",0,0
"META5",39,"LOC107986876",0,0
"META5",39,"LOC254896",0,0
"META5",39,"LOC286059",0,0
"META5",39,"LOC389641",0,6
"META5",39,"LOXL2",0,313
"META5",39,"MIR320A",0,16
"META5",39,"NPM2",0,44
"META5",39,"NUDT18",0,4
"META5",39,"PDLIM2",0,53
"META5",39,"PEBP4",0,30
"META5",39,"PHYHIP",0,5
"META5",39,"PIWIL2",0,161
"META5",39,"POLR3D",0,4
"META5",39,"PPP3CC",2,54
"META5",39,"R3HCC1",0,1
"META5",39,"REEP4",0,7
"META5",39,"RHOBTB2",0,43
"META5",39,"SFTPC",0,214
"META5",39,"SLC25A37",0,23
"META5",39,"SLC39A14",1,77
"META5",39,"SORBS3",2,14
"META5",39,"TNFRSF10A",0,67
"META5",39,"TNFRSF10B",0,120
"META5",39,"TNFRSF10C",0,36
"META5",39,"TNFRSF10D",0,32
"META5",39,"XPO7",0,13
"META5",40,"ADCY8",0,47
"META5",40,"ASAP1",0,136
"META5",40,"ASAP1-IT1",0,4
"META5",40,"ASAP1-IT2",0,0
"META5",40,"CCDC26",0,54
"META5",40,"FAM49B",0,14
"META5",40,"GSDMC",0,16
"META5",40,"LINC00976",0,1
"META5",40,"LINC00977",0,1
"META5",40,"MIR3686",0,1
"META5",40,"MIR5194",0,0
"META5",41,"ADAMTSL1",0,17
"META5",41,"BNC2",0,73
"META5",41,"BNC2-AS1",0,1
"META5",41,"CNTLN",0,7
"META5",41,"MIR3152",0,0
"META5",41,"SH3GL2",4,48
"META5",42,"ANKRD18B",0,2
"META5",42,"ANXA2P2",0,6
"META5",42,"AQP3",0,925
"META5",42,"AQP7",0,261
"META5",42,"ARID3C",0,4
"META5",42,"B4GALT1",0,82
"META5",42,"B4GALT1-AS1",0,4
"META5",42,"BAG1",3,330
"META5",42,"C9orf131",0,0
"META5",42,"C9orf24",0,2
"META5",42,"CCL19",0,1058
"META5",42,"CCL21",0,1219
"META5",42,"CCL27",0,252
"META5",42,"CHMP5",0,32
"META5",42,"CNTFR",0,137
"META5",42,"CNTFR-AS1",0,1
"META5",42,"DCAF12",0,7
"META5",42,"DCTN3",0,12
"META5",42,"DNAI1",0,59
"META5",42,"DNAJB5",1,10
"META5",42,"DNAJB5-DT",0,0
"META5",42,"ENHO",0,26
"META5",42,"FAM205A",0,1
"META5",42,"FAM205BP",0,0
"META5",42,"FAM205C",0,0
"META5",42,"FAM219A",0,0
"META5",42,"GALT",1,1851
"META5",42,"IL11RA",0,42
"META5",42,"KIF24",0,14
"META5",42,"LINC01251",0,0
"META5",42,"LOC730098",0,0
"META5",42,"MIR12117",0,0
"META5",42,"MIR6851",0,0
"META5",42,"MYORG",0,27
"META5",42,"NFX1",0,34
"META5",42,"NOL6",0,4
"META5",42,"NUDT2",0,11
"META5",42,"PHF24",0,2
"META5",42,"PRSS3",0,43
"META5",42,"PTENP1",0,53
"META5",42,"PTENP1-AS",0,0
"META5",42,"RPP25L",0,0
"META5",42,"SIGMAR1",2,95
"META5",42,"SMU1",0,17
"META5",42,"SNORD121A",0,0
"META5",42,"SNORD121B",0,0
"META5",42,"SPINK4",0,11
"META5",42,"SUGT1P1",0,0
"META5",42,"UBAP1",0,30
"META5",42,"UBAP2",0,13
"META5",42,"UBE2R2",0,7
"META5",43,"ACBD7",0,4
"META5",43,"ACBD7-DCLRE1CP1",0,0
"META5",43,"C1QL3",1,18
"META5",43,"CDNF",54,89
"META5",43,"DCLRE1C",0,45
"META5",43,"DCLRE1CP1",0,0
"META5",43,"FAM107B",0,5
"META5",43,"FAM171A1",0,3
"META5",43,"HSPA14",0,18
"META5",43,"ITGA8",5,63
"META5",43,"MEIG1",0,15
"META5",43,"MINDY3",0,0
"META5",43,"NMT2",0,41
"META5",43,"OLAH",0,51
"META5",43,"PPIAP30",0,0
"META5",43,"PTER",0,1433
"META5",43,"RPP38",0,30
"META5",43,"RPP38-DT",0,0
"META5",43,"SUV39H2",0,86
"META5",44,"ACTR1A",1,9
"META5",44,"ARL3",0,97
"META5",44,"ARMH3",0,0
"META5",44,"AS3MT",0,181
"META5",44,"BORCS7",0,7
"META5",44,"BORCS7-ASMT",0,0
"META5",44,"BTRC",0,77
"META5",44,"C10orf95",0,0
"META5",44,"CNNM2",1,58
"META5",44,"CUEDC2",0,27
"META5",44,"CYP17A1",0,1060
"META5",44,"DPCD",0,35
"META5",44,"ELOVL3",0,66
"META5",44,"FBXL15",0,3
"META5",44,"FBXW4",0,20
"META5",44,"FGF8",38,1379
"META5",44,"GBF1",0,179
"META5",44,"HPS6",0,37
"META5",44,"KCNIP2",0,16
"META5",44,"KCNIP2-AS1",0,0
"META5",44,"LDB1",0,205
"META5",44,"LINC02681",0,0
"META5",44,"LOC107984265",0,0
"META5",44,"MFSD13A",0,2
"META5",44,"MIR146B",0,30
"META5",44,"MIR3158-1",0,0
"META5",44,"MIR3158-2",0,0
"META5",44,"NFKB2",0,266
"META5",44,"NOLC1",0,25
"META5",44,"NPM3",1,26
"META5",44,"NT5C2",0,74
"META5",44,"OGA",5,409
"META5",44,"PITX3",150,350
"META5",44,"POLL",1,1831
"META5",44,"PPRC1",0,8
"META5",44,"PSD",74,7528
"META5",44,"RPARP-AS1",0,1
"META5",44,"RPEL1",0,3
"META5",44,"SFXN2",0,8
"META5",44,"SUFU",2,437
"META5",44,"TRIM8",0,42
"META5",44,"WBP1L",0,8
"META5",45,"BAG3",5,478
"META5",45,"CACUL1",0,10
"META5",45,"EIF3A",0,134
"META5",45,"FAM45A",0,3
"META5",45,"GRK5",14,371
"META5",45,"INPP5F",3,29
"META5",45,"LINC01561",0,3
"META5",45,"MCMBP",0,1
"META5",45,"MIR4681",0,0
"META5",45,"MIR4682",0,0
"META5",45,"NANOS1",0,59
"META5",45,"PLPP4",0,2
"META5",45,"PRDX3",2,149
"META5",45,"RGS10",6,84
"META5",45,"RPL21",0,29
"META5",45,"SEC23IP",0,14
"META5",45,"SFXN4",0,6
"META5",45,"SNORA19",0,1
"META5",45,"TIAL1",0,26
"META5",45,"WDR11-AS1",0,1
"META5",46,"ADM",9,5118
"META5",46,"AMPD3",0,53
"META5",46,"CAND1.11",0,0
"META5",46,"CSNK2A3",0,0
"META5",46,"CTR9",0,60
"META5",46,"EIF4G2",0,53
"META5",46,"GALNT18",0,5
"META5",46,"LINC02709",0,0
"META5",46,"LOC101928008",0,0
"META5",46,"LOC101928053",0,0
"META5",46,"LYVE1",0,130
"META5",46,"MIR4485",0,0
"META5",46,"MRVI1",0,18
"META5",46,"MRVI1-AS1",0,1
"META5",46,"MTRNR2L8",0,2
"META5",46,"RNF141",0,6
"META5",46,"SBF2",0,70
"META5",46,"SBF2-AS1",0,25
"META5",46,"SNORD97",0,3
"META5",46,"SWAP70",0,29
"META5",46,"WEE1",0,1166
"META5",46,"ZBED5",0,3
"META5",46,"ZBED5-AS1",0,1
"META5",47,"ANKRD42",0,1
"META5",47,"CCDC90B",0,1
"META5",47,"DDIAS",0,18
"META5",47,"DLG2",3,83
"META5",47,"LOC100506282",0,0
"META5",47,"PCF11",0,76
"META5",47,"PCF11-AS1",0,0
"META5",47,"PRCP",0,107
"META5",47,"RAB30",0,18
"META5",47,"RAB30-DT",0,0
"META5",47,"SNORA70E",0,0
"META5",48,"ACAD8",0,18
"META5",48,"B3GAT1",0,17
"META5",48,"GLB1L2",0,5
"META5",48,"GLB1L3",0,3
"META5",48,"IGSF9B",0,10
"META5",48,"JAM3",0,52
"META5",48,"LINC02714",0,0
"META5",48,"LINC02731",0,0
"META5",48,"LINC02743",0,0
"META5",48,"LOC283177",0,2
"META5",48,"MIR4697",8,10
"META5",48,"MIR4697HG",0,3
"META5",48,"NCAPD3",0,13
"META5",48,"OPCML",0,78
"META5",48,"SNORD153",0,0
"META5",48,"SPATA19",1,10
"META5",48,"THYN1",0,4
"META5",48,"VPS26B",1,12
"META5",49,"ABCD2",1,282
"META5",49,"C12orf40",0,0
"META5",49,"CNTN1",2,88
"META5",49,"KIF21A",0,82
"META5",49,"LINC02471",0,1
"META5",49,"LRRK2",1774,2188
"META5",49,"MUC19",2,51
"META5",49,"PDZRN4",0,9
"META5",49,"SLC2A13",0,10
"META5",50,"ANO6",0,65
"META5",50,"ARID2",0,112
"META5",50,"DBX2",0,16
"META5",50,"LINC00938",0,2
"META5",50,"LOC100288798",0,1
"META5",50,"PLEKHA8P1",0,1
"META5",50,"RACGAP1P",0,2
"META5",50,"SCAF11",0,4
"META5",50,"SLC38A1",0,72
"META5",50,"SLC38A2",0,81
"META5",50,"SLC38A4",0,54
"META5",51,"ABCB9",1,44
"META5",51,"ARL6IP4",0,3
"META5",51,"ATP6V0A2",0,47
"META5",51,"B3GNT4",0,5
"META5",51,"BCL7A",0,33
"META5",51,"C12orf65",0,24
"META5",51,"CCDC62",14,21
"META5",51,"CDK2AP1",0,45
"META5",51,"CLIP1",0,28
"META5",51,"CLIP1-AS1",0,0
"META5",51,"DDX55",0,2
"META5",51,"DENR",0,29
"META5",51,"DIABLO",3,934
"META5",51,"DNAH10",0,13
"META5",51,"EIF2B1",0,45
"META5",51,"GTF2H3",0,5
"META5",51,"HCAR1",0,25
"META5",51,"HCAR2",2,33
"META5",51,"HCAR3",0,8
"META5",51,"HIP1R",12,82
"META5",51,"IL31",0,31
"META5",51,"KMT5A",0,31
"META5",51,"KNTC1",0,10
"META5",51,"LOC100506691",0,1
"META5",51,"LOC101593348",0,0
"META5",51,"LRRC43",0,0
"META5",51,"MIR3908",0,0
"META5",51,"MIR4304",0,1
"META5",51,"MIR8072",0,0
"META5",51,"MIR9902-1",0,0
"META5",51,"MIR9902-2",0,0
"META5",51,"MLXIP",0,17
"META5",51,"MPHOSPH9",0,12
"META5",51,"OGFOD2",0,0
"META5",51,"PITPNM2",0,5
"META5",51,"PITPNM2-AS1",0,0
"META5",51,"PSMD9",0,36
"META5",51,"RILPL1",4,6
"META5",51,"RILPL2",3,13
"META5",51,"RSRC2",0,6
"META5",51,"SBNO1",0,8
"META5",51,"SBNO1-AS1",0,0
"META5",51,"SNORA9B",0,0
"META5",51,"SNRNP35",0,0
"META5",51,"TCTN2",0,19
"META5",51,"TMED2",0,24
"META5",51,"TMED2-DT",0,0
"META5",51,"VPS33A",0,33
"META5",51,"VPS37B",0,9
"META5",51,"WDR66",0,15
"META5",51,"ZCCHC8",0,16
"META5",52,"ANHX",0,2
"META5",52,"ANKLE2",0,10
"META5",52,"CHFR",0,238
"META5",52,"DDX51",0,6
"META5",52,"EP400",0,37
"META5",52,"EP400P1",0,0
"META5",52,"FBRSL1",0,3
"META5",52,"GALNT9",0,14
"META5",52,"GOLGA3",0,17
"META5",52,"LINC02361",0,0
"META5",52,"LINC02414",0,0
"META5",52,"LOC100130238",0,0
"META5",52,"LOC101928416",0,0
"META5",52,"LOC101928530",0,0
"META5",52,"LOC101928597",0,0
"META5",52,"LRCOL1",0,0
"META5",52,"MIR6763",0,0
"META5",52,"MMP17",0,24
"META5",52,"NOC4L",0,3
"META5",52,"P2RX2",0,29
"META5",52,"PGAM5",4,103
"META5",52,"POLE",202,24391
"META5",52,"PUS1",0,53
"META5",52,"PXMP2",0,12
"META5",52,"SFSWAP",0,3
"META5",52,"SNORA49",0,0
"META5",52,"ULK1",21,1171
"META5",52,"ZNF10",1,12
"META5",52,"ZNF140",0,3
"META5",52,"ZNF26",0,0
"META5",52,"ZNF268",0,20
"META5",52,"ZNF605",0,1
"META5",52,"ZNF84",0,4
"META5",52,"ZNF891",0,0
"META5",53,"ARL11",0,6
"META5",53,"CAB39L",1,12
"META5",53,"CDADC1",0,1
"META5",53,"CTAGE10P",0,0
"META5",53,"CYSLTR2",0,68
"META5",53,"DLEU1",0,47
"META5",53,"DLEU2",1,62
"META5",53,"EBPL",0,2
"META5",53,"FNDC3A",0,11
"META5",53,"KCNRG",0,15
"META5",53,"KPNA3",0,26
"META5",53,"LINC00462",0,4
"META5",53,"LOC105370203",0,0
"META5",53,"LPAR6",0,60
"META5",53,"MIR15A",0,58
"META5",53,"MIR16-1",0,16
"META5",53,"MIR3613",0,1
"META5",53,"MLNR",0,54
"META5",53,"PHF11",0,41
"META5",53,"RB1",12,4374
"META5",53,"RCBTB1",0,12
"META5",53,"RCBTB2",0,11
"META5",53,"SETDB2",0,43
"META5",53,"SETDB2-PHF11",0,0
"META5",53,"SPRYD7",0,3
"META5",53,"ST13P4",0,0
"META5",53,"TRIM13",1,23
"META5",54,"FARP1",0,22
"META5",54,"HS6ST3",0,17
"META5",54,"IPO5",0,25
"META5",54,"LINC00359",0,0
"META5",54,"LINC00456",0,0
"META5",54,"MBNL2",0,67
"META5",54,"MIR3170",0,0
"META5",54,"MIR4501",0,0
"META5",54,"OXGR1",0,16
"META5",54,"RAP2A",0,67
"META5",54,"RNF113B",0,2
"META5",55,"CLEC14A",0,28
"META5",55,"FOXA1",7,898
"META5",55,"LINC00517",0,0
"META5",55,"MIPOL1",0,15
"META5",55,"MIR4503",0,0
"META5",55,"NKX2-1",1,733
"META5",55,"NKX2-1-AS1",0,5
"META5",55,"NKX2-8",0,23
"META5",55,"PAX9",0,354
"META5",55,"SLC25A21",0,15
"META5",55,"SLC25A21-AS1",0,0
"META5",55,"SSTR1",2,449
"META5",55,"TTC6",0,3
"META5",56,"ATG14",0,207
"META5",56,"BMP4",5,3217
"META5",56,"CDKN3",1,96
"META5",56,"CGRRF1",0,8
"META5",56,"CNIH1",0,0
"META5",56,"DLGAP5",0,47
"META5",56,"FBXO34",0,0
"META5",56,"GCH1",50,371
"META5",56,"GMFB",1,26
"META5",56,"KTN1",0,32
"META5",56,"KTN1-AS1",0,3
"META5",56,"LGALS3",0,234
"META5",56,"LINC00520",0,10
"META5",56,"MAPK1IP1L",0,2
"META5",56,"MIR4308",0,0
"META5",56,"MIR5580",0,0
"META5",56,"RPL13AP3",0,0
"META5",56,"SAMD4A",0,16
"META5",56,"SOCS4",0,56
"META5",56,"TBPL2",0,4
"META5",56,"WDHD1",0,11
"META5",57,"ABCD4",0,35
"META5",57,"ACYP1",0,8
"META5",57,"ALDH6A1",0,32
"META5",57,"AREL1",0,6
"META5",57,"BATF",0,200
"META5",57,"BBOF1",0,1
"META5",57,"COQ6",0,72
"META5",57,"DLST",3,223
"META5",57,"EIF2B2",0,38
"META5",57,"ENTPD5",0,36
"META5",57,"ERG28",0,17
"META5",57,"FAM161B",0,5
"META5",57,"FCF1",0,6
"META5",57,"FLVCR2",0,21
"META5",57,"FOS",156,29062
"META5",57,"ISCA2",0,30
"META5",57,"JDP2",0,121
"META5",57,"LIN52",0,19
"META5",57,"LINC01220",0,1
"META5",57,"LOC102724153",0,0
"META5",57,"LTBP2",0,120
"META5",57,"MIR4709",0,0
"META5",57,"MLH3",0,188
"META5",57,"NEK9",0,51
"META5",57,"NPC2",4,446
"META5",57,"PGF",1,4900
"META5",57,"PROX2",0,10
"META5",57,"RPS6KL1",0,4
"META5",57,"SYNDIG1L",0,3
"META5",57,"TMED10",0,21
"META5",57,"TTLL5",0,13
"META5",57,"VRTN",0,27
"META5",57,"VSX2",0,69
"META5",57,"YLPM1",0,5
"META5",57,"ZC2HC1C",0,1
"META5",57,"ZNF410",0,5
"META5",58,"EML5",0,11
"META5",58,"GALC",11,586
"META5",58,"GPR65",1,52
"META5",58,"KCNK10",0,26
"META5",58,"LINC01146",0,0
"META5",58,"LINC01147",0,0
"META5",58,"LINC02330",0,0
"META5",58,"PTPN21",0,22
